username,total_reports,valid_reports,avg_vote_count,verified_status,cleared_status,specialization,valid_percentage
adelin30,1,1,1.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
prakash142,1,1,16.0,False,False,,100.0
pradyumna1998,1,0,18.0,False,False,,0.0
pradeepsmehta,1,0,3.0,False,False,,0.0
praalsanthpro,1,0,7.0,False,False,Information Disclosure,0.0
pr3r00t,1,1,6.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
poutine_hero,1,1,114.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
possowski,1,1,9.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
posix,1,1,16.0,False,False,Allocation of Resources Without Limits or Throttling,100.0
adiosmf,1,1,19.0,False,False,Cross-site Scripting (XSS) - DOM,100.0
polygon35,1,1,4.0,False,False,SQL Injection,100.0
polem4rch,1,1,15.0,True,True,Insecure Storage of Sensitive Information,100.0
polapain1337,1,1,33.0,True,False,Improper Restriction of Authentication Attempts,100.0
poison,1,1,15.0,True,True,Command Injection - Generic,100.0
pnig0s,1,1,9.0,True,True,Command Injection - Generic,100.0
priyanshusharma9789,1,0,38.0,False,False,Business Logic Errors,0.0
addisoncrump,1,1,24.0,False,False,Uncontrolled Resource Consumption,100.0
procode701,1,1,5.0,False,False,Information Disclosure,100.0
pwn33d,1,1,12.0,False,False,Cross-Site Request Forgery (CSRF),100.0
abuseing,1,1,5.0,False,False,Privilege Escalation,100.0
quikke,1,1,80.0,True,True,Improper Access Control - Generic,100.0
quadrant,1,1,20.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
qu1nten,1,1,20.0,True,True,Cross-site Scripting (XSS) - Reflected,100.0
qrayn,1,1,62.0,False,False,Stack Overflow,100.0
qdoan95,1,1,9.0,False,False,Improper Access Control - Generic,100.0
acc_122,1,0,1.0,False,False,Information Disclosure,0.0
q9m,1,1,11.0,False,False,Insecure Storage of Sensitive Information,100.0
q3rv0,1,0,15.0,False,False,Deserialization of Untrusted Data,0.0
pytesus,1,1,1.0,False,False,Code Injection,100.0
pyrk2142,1,1,3.0,False,False,,100.0
pwny_sec,1,1,74.0,False,False,HTTP Request Smuggling,100.0
pwndizzle,1,0,2.0,False,False,Violation of Secure Design Principles,0.0
pwn1um,1,1,8.0,True,False,Cryptographic Issues - Generic,100.0
promx,1,0,3.0,False,False,Cross-Site Request Forgery (CSRF),0.0
pwder,1,0,2.0,False,False,Uncontrolled Resource Consumption,0.0
ach,1,1,144.0,False,False,Server-Side Request Forgery (SSRF),100.0
purelyapplied,1,1,1.0,False,False,Cleartext Storage of Sensitive Information,100.0
puppykok,1,1,150.0,False,False,HTTP Request Smuggling,100.0
pupiles,1,1,6.0,False,False,,100.0
pum,1,1,1.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
psycho_012,1,1,46.0,True,False,Improper Access Control - Generic,100.0
adam_iwaniuk,1,1,14.0,False,False,Privilege Escalation,100.0
pss_xss,1,1,21.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
pshknst,1,1,4.0,False,False,Information Disclosure,100.0
pruby,1,0,0.0,False,False,Violation of Secure Design Principles,0.0
proxynwh,1,0,4.0,False,False,Cryptographic Issues - Generic,0.0
adarshxs,1,1,54.0,False,False,,100.0
prathis,1,1,1.0,False,False,,100.0
sinayeganeh,1,1,91.0,True,False,Insecure Direct Object Reference (IDOR),100.0
run,1,1,2.0,False,False,Information Disclosure,100.0
un_kn0wn,1,1,11.0,True,False,,100.0
u75615,1,0,1.0,False,False,Uncontrolled Resource Consumption,0.0
uchihaluckycs,1,1,400.0,False,False,Improper Access Control - Generic,100.0
ucuping,1,1,47.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
uddeshaya_shopify,1,1,12.0,False,False,Privilege Escalation,100.0
ug0x01,1,0,17.0,False,False,,0.0
ulldma,1,1,52.0,False,False,,100.0
ultrapowa,1,1,74.0,False,False,Code Injection,100.0
unchained_,1,1,6.0,False,False,Improper Access Control - Generic,100.0
tylereckstein,1,1,11.0,False,False,Improper Certificate Validation,100.0
und3sc0n0c1d0,1,1,18.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
underflow0,1,1,8.0,False,False,Uncontrolled Resource Consumption,100.0
unkn7wn,1,1,4.0,False,False,Information Disclosure,100.0
unknown_cybary,1,1,1.0,False,False,Cryptographic Issues - Generic,100.0
unknown_person,1,1,131.0,False,False,Information Disclosure,100.0
0xcyborg,1,0,7.0,True,False,,0.0
ursa,1,1,11.0,False,False,,100.0
u-itachi,1,0,7.0,False,False,SQL Injection,0.0
tyagiji,1,1,8.0,False,False,Information Disclosure,100.0
usd-responsible-disclosure,1,0,4.0,False,False,Misconfiguration,0.0
tushar_rec0n,1,0,31.0,True,True,Improper Authentication - Generic,0.0
truwa,1,1,7.0,False,False,Server-Side Request Forgery (SSRF),100.0
try_4_hack,1,0,1.0,False,False,UI Redressing (Clickjacking),0.0
tsedlmeyer,1,0,0.0,False,False,Improper Input Validation,0.0
0xfabiof,1,1,95.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
0xelkot,1,1,7.0,True,True,Cross-site Scripting (XSS) - Reflected,100.0
turb0h4x,1,0,3.0,False,False,Cross-Site Request Forgery (CSRF),0.0
tushar21,1,1,4.0,False,False,Improper Authentication - Generic,100.0
tushr,1,1,10.0,False,False,XML Injection,100.0
tyage,1,1,4.0,False,False,,100.0
tvmpt,1,1,12.0,True,False,Cross-site Scripting (XSS) - Reflected,100.0
tw4v3sx,1,1,36.0,False,False,Improper Access Control - Generic,100.0
twelvesix,1,1,126.0,False,False,Improper Authorization,100.0
twi0x00tter,1,0,4.0,False,False,Command Injection - Generic,0.0
0xdeadpool,1,1,8.0,False,False,Violation of Secure Design Principles,100.0
twvyy3vyaw8k,1,1,22.0,False,False,Privilege Escalation,100.0
txt3rob,1,1,1131.0,True,False,OS Command Injection,100.0
usa,1,1,3.0,False,False,Memory Corruption - Generic,100.0
utkarsh1,1,0,0.0,False,False,Information Disclosure,0.0
trungnd95,1,1,7.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
viva_,1,1,51.0,False,False,Misconfiguration,100.0
villagelad,1,1,12.0,True,True,UI Redressing (Clickjacking),100.0
0xcccc,1,1,42.0,False,False,Privilege Escalation,100.0
vineetpandey,1,1,3.0,False,False,Path Traversal,100.0
vinesh1989,1,1,7.0,False,False,Information Disclosure,100.0
vinnievan,1,1,1270.0,False,False,Classic Buffer Overflow,100.0
violet,1,1,71.0,False,False,Improper Authentication - Generic,100.0
vishaljadhav,1,0,31.0,False,False,Cryptographic Issues - Generic,0.0
vj1naruto,1,1,23.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
0xcharan,1,0,4.0,True,True,Improper Authentication - Generic,0.0
vkas-afk,1,1,6.0,False,False,Privilege Escalation,100.0
vladislav805,1,1,2.0,False,False,,100.0
vlazeg,1,0,3.0,False,False,Cross-site Scripting (XSS) - Generic,0.0
voiddy,1,1,17.0,False,False,Classic Buffer Overflow,100.0
volc,1,1,7.0,False,False,Memory Corruption - Generic,100.0
volker_weissmann,1,1,58.0,False,False,Information Disclosure,100.0
vorismi3,1,1,0.0,False,False,Path Traversal,100.0
vik0nd,1,1,2.0,False,False,,100.0
victorrocha,1,1,7.0,False,False,Information Disclosure,100.0
uyga,1,1,2.0,False,False,Information Disclosure,100.0
vaxo,1,0,1.0,False,False,UI Redressing (Clickjacking),0.0
uzkova,1,0,5.0,False,False,Information Disclosure,0.0
uzlopak,1,1,7.0,False,False,Violation of Secure Design Principles,100.0
v6ak,1,1,4.0,False,False,Improper Access Control - Generic,100.0
vaalici,1,1,12.0,False,False,Uncontrolled Resource Consumption,100.0
0xchoudhary,1,1,67.0,True,False,Improper Access Control - Generic,100.0
valluvarsploit_h1,1,1,31.0,True,False,Privilege Escalation,100.0
vampirex,1,1,38.0,True,False,HTTP Request Smuggling,100.0
vbdev,1,1,3.0,False,False,Information Disclosure,100.0
vicompany,1,1,261.0,False,False,Business Logic Errors,100.0
velby,1,0,2.0,False,False,Information Disclosure,0.0
vepe,1,1,30.0,False,False,Information Disclosure,100.0
verdaster,1,0,1.0,False,False,Uncontrolled Resource Consumption,0.0
verg,1,1,12.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
vess_razz,1,1,5.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
vestige23,1,1,54.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
vhssunny1,1,1,2.0,True,False,Information Disclosure,100.0
trustworthy,1,1,39.0,False,False,Business Logic Errors,100.0
troubleshooter,1,1,12.0,True,True,Privilege Escalation,100.0
terjanq,1,1,64.0,False,False,Information Disclosure,100.0
theraz0r,1,1,50.0,False,False,,100.0
thearmfox,1,0,2.0,False,False,Information Disclosure,0.0
thebugguy,1,0,11.0,False,False,,0.0
thecyberjerry,1,1,10.0,False,False,Allocation of Resources Without Limits or Throttling,100.0
0xthem7,1,0,38.0,False,False,Information Disclosure,0.0
thefrog,1,1,106.0,False,False,Business Logic Errors,100.0
them4les_l1r,1,1,21.0,True,True,Privilege Escalation,100.0
ther3d0ne,1,1,0.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
thespiritman,1,0,10.0,False,False,,0.0
theamanrawat,1,1,12.0,False,False,UI Redressing (Clickjacking),100.0
thetime,1,1,8.0,True,True,Open Redirect,100.0
theuniversaldude,1,1,46.0,False,False,Violation of Secure Design Principles,100.0
0xteles,1,0,3.0,True,True,Command Injection - Generic,0.0
thezoomer,1,1,0.0,False,False,,100.0
thisbug,1,0,12.0,False,False,Improper Authentication - Generic,0.0
thisishrsh,1,1,5.0,False,False,Privilege Escalation,100.0
thoger,1,1,3.0,False,False,Information Disclosure,100.0
0xtrippleaaa,1,1,40.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
the_unlucky_guy,1,1,2.0,True,False,Cross-site Scripting (XSS) - Reflected,100.0
thund3r17,1,0,1.0,False,False,Improper Access Control - Generic,0.0
th0roid,1,1,48.0,True,False,Server-Side Request Forgery (SSRF),100.0
test99767,1,0,3.0,False,False,Privacy Violation,0.0
test_account_bd,1,1,9.0,False,False,Improper Authentication - Generic,100.0
testerpro,1,1,29.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
testfortesttest,1,1,13.0,False,False,SQL Injection,100.0
0xwintermute,1,1,10.0,True,True,Improper Access Control - Generic,100.0
teuvokas,1,1,40.0,False,False,Uncontrolled Resource Consumption,100.0
th0h0,1,1,47.0,False,False,Information Disclosure,100.0
th3_alchem1st,1,1,11.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
the_krisk,1,0,2.0,False,False,Information Disclosure,0.0
th3cyb3rc0p,1,0,3.0,False,False,Improper Restriction of Authentication Attempts,0.0
th3g3nt3lman,1,1,7.0,True,True,Cross-site Scripting (XSS) - Generic,100.0
th4nu_0x0,1,1,52.0,False,False,,100.0
0xwega74,1,1,32.0,True,True,Cross-site Scripting (XSS) - Stored,100.0
thanhb,1,1,9.0,False,False,Improper Access Control - Generic,100.0
thd3rboy,1,1,120.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
the_boschko,1,1,23.0,False,False,Improper Access Control - Generic,100.0
thorsteneckel,1,1,20.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
thypon,1,0,6.0,False,False,Open Redirect,0.0
trotmaster,1,1,1.0,False,False,Information Disclosure,100.0
toufik-airane,1,1,15.0,False,False,Improper Authentication - Generic,100.0
tomk,1,1,12.0,False,False,Deserialization of Untrusted Data,100.0
tomoh,1,1,74.0,False,False,Cross-Site Request Forgery (CSRF),100.0
tomp1,1,1,12.0,False,False,Improper Authentication - Generic,100.0
0xnazmul,1,1,313.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
tomyway,1,0,2.0,False,False,Use of Hard-coded Password,0.0
0xmzm,1,1,9.0,True,False,Server-Side Request Forgery (SSRF),100.0
tosh,1,0,3.0,False,False,,0.0
toxiqcitee,1,1,24.0,False,False,Privacy Violation,100.0
tomash,1,1,2.0,False,False,Information Disclosure,100.0
0xffe4,1,1,24.0,False,False,Information Disclosure,100.0
travispew,1,1,4.0,False,False,Client-Side Enforcement of Server-Side Security,100.0
trazer,1,1,69.0,True,True,Cross-site Scripting (XSS) - Reflected,100.0
tribut,1,1,2.0,False,False,Plaintext Storage of a Password,100.0
0xfd,1,1,11.0,False,False,Improper Access Control - Generic,100.0
trimatra-sec,1,1,46.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
triplesided,1,1,7.0,False,False,Use of Hard-coded Credentials,100.0
tomh,1,1,21.0,True,False,Client-Side Enforcement of Server-Side Security,100.0
toctou,1,1,33.0,False,False,SQL Injection,100.0
0xsobky,1,1,228.0,False,False,Cross-site Scripting (XSS) - DOM,100.0
tiran,1,1,9.0,False,False,Uncontrolled Resource Consumption,100.0
tibin_sunny,1,1,8.0,False,False,Information Exposure Through Directory Listing,100.0
tiblu,1,1,8.0,False,False,Code Injection,100.0
0xshivam,1,1,39.0,False,False,Improper Authentication - Generic,100.0
timwhite,1,1,12.0,False,False,Open Redirect,100.0
timyun,1,1,39.0,False,False,Business Logic Errors,100.0
tinduong,1,1,4.0,False,False,Memory Corruption - Generic,100.0
tinkerermaruthu,1,1,10.0,False,False,,100.0
tismayil,1,1,27.0,False,False,,100.0
tobiaskaminsky,1,1,9.0,False,False,Improper Certificate Validation,100.0
0xshdax,1,1,22.0,True,False,Open Redirect,100.0
tkd8,1,0,3.0,False,False,Violation of Secure Design Principles,0.0
tktech,1,1,7.0,False,False,Open Redirect,100.0
tlsh1,1,1,21.0,False,False,Improper Authorization,100.0
tmnt53,1,1,4.0,False,False,Buffer Over-read,100.0
tmsm,1,0,3.0,False,False,Improper Authentication - Generic,0.0
0xrobot,1,0,16.0,False,False,Information Disclosure,0.0
vorpal,1,1,2.0,False,False,Information Disclosure,100.0
votava,1,1,23.0,False,False,Privilege Escalation,100.0
0xbugger,1,0,1.0,False,False,Insecure Temporary File,0.0
0f1c3r,1,1,26.0,False,False,Integer Overflow,100.0
0x09al,1,0,57.0,False,False,Privilege Escalation,0.0
ydvanjali,1,1,25.0,False,False,Improper Authentication - Generic,100.0
yinmo,1,1,38.0,False,False,Use of a Broken or Risky Cryptographic Algorithm,100.0
ynsy,1,1,25.0,True,False,Improper Authentication - Generic,100.0
yogesh_ojha,1,1,145.0,False,False,Improper Authentication - Generic,100.0
yoyobabaji,1,1,39.0,False,False,Open Redirect,100.0
yozzo_,1,1,15.0,False,False,,100.0
yuske,1,1,21.0,False,False,Command Injection - Generic,100.0
yasinylcn17,1,0,10.0,False,False,HTTP Request Smuggling,0.0
yusuf_furkan,1,1,19.0,True,True,Business Logic Errors,100.0
yuyudhn,1,1,15.0,False,False,Violation of Secure Design Principles,100.0
0dx,1,1,37.0,True,False,,100.0
0ctopu3,1,1,6.0,False,False,,100.0
z0mb13,1,1,19.0,True,True,Improper Access Control - Generic,100.0
z0rr0,1,1,52.0,False,False,,100.0
z2_,1,1,14.0,False,False,Double Free,100.0
0x0_root,1,1,36.0,True,True,Information Disclosure,100.0
0x0ameer,1,1,3.0,False,False,UI Redressing (Clickjacking),100.0
z3lox,1,1,8.0,False,False,External Control of Critical State Data,100.0
xuesheng,1,1,149.0,False,False,Information Disclosure,100.0
xsky,1,1,5.0,True,False,,100.0
xss,1,0,3.0,False,False,Improper Authentication - Generic,0.0
xssa,1,1,4.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
xsserboiii,1,0,9.0,False,False,Information Disclosure,0.0
xsstestov,1,1,14.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
xsszeeshan,1,0,4.0,False,False,UI Redressing (Clickjacking),0.0
0x3bdo,1,1,13.0,True,False,Information Disclosure,100.0
xyantix,1,1,10.0,True,False,SQL Injection,100.0
yashmaurya,1,1,4.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
xyberwolf1,1,0,1.0,False,False,Information Exposure Through Directory Listing,0.0
y1ngxi0ng,1,1,2.0,False,False,Authentication Bypass Using an Alternate Path or Channel,100.0
yalter,1,1,33.0,False,False,Classic Buffer Overflow,100.0
yango,1,1,15.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
yanouhd,1,1,18.0,False,False,Business Logic Errors,100.0
0x0g,1,1,143.0,False,False,Insufficiently Protected Credentials,100.0
yash_,1,1,72.0,False,False,Cross-site Scripting (XSS) - DOM,100.0
z3ck3bug,1,1,7.0,False,False,Improper Access Control - Generic,100.0
zachaysan,1,0,4.0,False,False,Violation of Secure Design Principles,0.0
vraj,1,1,4.0,False,False,Information Disclosure,100.0
zoidsec,1,1,9.0,False,False,Open Redirect,100.0
zigoo0,1,1,89.0,False,False,Code Injection,100.0
zimmer75,1,1,25.0,False,False,Open Redirect,100.0
zinin,1,1,5.0,False,False,Improper Authentication - Generic,100.0
zir0x,1,0,1.0,False,False,Business Logic Errors,0.0
zishanadthandar,1,1,13.0,True,False,Information Disclosure,100.0
znz,1,1,1.0,False,False,,100.0
zofrex,1,1,96.0,False,False,Command Injection - Generic,100.0
00utsav00,1,0,13.0,False,False,Information Disclosure,0.0
zhutyra,1,1,23.0,False,False,"Improper Neutralization of Escape, Meta, or Control Sequences",100.0
zpbrent,1,1,15.0,False,False,Deserialization of Untrusted Data,100.0
zrachessanasz,1,1,160.0,False,False,Information Disclosure,100.0
zs75,1,0,6.0,False,False,Business Logic Errors,0.0
zubair,1,1,4.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
zude,1,1,26.0,False,False,Improper Authentication - Generic,100.0
007divyachawla,1,0,1.0,False,False,Violation of Secure Design Principles,0.0
zuhnny1,1,1,6.0,False,False,Code Injection,100.0
ziel,1,1,4.0,False,False,Open Redirect,100.0
zhenwarx,1,1,4.0,True,True,Cross-site Scripting (XSS) - Reflected,100.0
zacian,1,1,38.0,False,False,,100.0
zelzal,1,0,1.0,True,False,Violation of Secure Design Principles,0.0
zaitunoil,1,1,7.0,False,False,Business Logic Errors,100.0
zambo,1,1,63.0,False,False,Information Disclosure,100.0
zayn1337,1,1,40.0,True,True,Cross-site Scripting (XSS) - Reflected,100.0
zddw,1,0,9.0,False,False,Improper Access Control - Generic,0.0
zeeshan_waheed,1,1,16.0,False,False,UI Redressing (Clickjacking),100.0
zeeshank,1,1,13.0,True,True,Cross-site Scripting (XSS) - Reflected,100.0
zelenskyy,1,1,9.0,False,False,,100.0
zer0ttl,1,1,7.0,False,False,,100.0
zh54,1,0,1.0,False,False,Violation of Secure Design Principles,0.0
zeroc00i,1,1,5.0,True,False,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),100.0
zerohat,1,1,7.0,False,False,Violation of Secure Design Principles,100.0
zerohex,1,0,7.0,False,False,Code Injection,0.0
zeroinside,1,1,2.0,False,False,Memory Corruption - Generic,100.0
zeroknife,1,0,4.0,False,False,Command Injection - Generic,0.0
zerox4,1,1,63.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
0_1vitthal,1,1,79.0,False,False,SQL Injection,100.0
xprto,1,1,11.0,False,False,Open Redirect,100.0
xploitt,1,1,8.0,False,False,Information Disclosure,100.0
xplo1t,1,1,71.0,True,False,Unrestricted Upload of File with Dangerous Type,100.0
wester0x01,1,1,24.0,False,False,,100.0
wdahlenb,1,1,29.0,False,False,HTTP Request Smuggling,100.0
webcipher101,1,1,20.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
webhak,1,1,6.0,False,False,Information Disclosure,100.0
webklex,1,1,12.0,False,False,Business Logic Errors,100.0
webr0ck,1,1,15.0,False,False,Information Disclosure,100.0
weev3kyaw,1,1,71.0,False,False,,100.0
weinongw,1,1,46.0,False,False,Server-Side Request Forgery (SSRF),100.0
wh0ru,1,1,9.0,False,False,Cross-site Scripting (XSS) - DOM,100.0
waymobetta,1,1,2.0,False,False,Improper Access Control - Generic,100.0
what94,1,0,3.0,False,False,,0.0
0xatul,1,1,13.0,False,False,,100.0
0xanubiz,1,1,7.0,False,False,Improper Authentication - Generic,100.0
white_hat_0003,1,1,1.0,False,False,UI Redressing (Clickjacking),100.0
whitehatmmalam,1,0,1.0,False,False,Violation of Secure Design Principles,0.0
whiteraven0101,1,0,2.0,False,False,UI Redressing (Clickjacking),0.0
whitespots,1,1,12.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
wazehell,1,0,1.0,False,False,,0.0
warsocks,1,1,15.0,False,False,Improper Access Control - Generic,100.0
0x45,1,1,1.0,False,False,Path Traversal,100.0
vyshnav_nk,1,0,6.0,False,False,,0.0
vshmuk,1,0,0.0,False,False,Information Disclosure,0.0
vsz,1,1,5.0,False,False,,100.0
vulnera,1,1,11.0,True,False,Open Redirect,100.0
vulzzz,1,1,15.0,False,False,Path Traversal,100.0
vvx7,1,1,5.0,False,False,HTTP Request Smuggling,100.0
vwx7,1,1,15.0,False,False,HTTP Request Smuggling,100.0
vx01,1,1,34.0,False,False,Code Injection,100.0
0xbepresent,1,1,92.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
wallotry,1,1,14.0,False,False,Insecure Direct Object Reference (IDOR),100.0
0xbeefed,1,1,4.0,True,False,,100.0
0xb33,1,1,15.0,False,False,Path Traversal,100.0
w3shi,1,1,24.0,True,False,,100.0
wa1m3im,1,1,72.0,False,False,Cross-site Scripting (XSS) - Reflected,100.0
waalw,1,1,13.0,False,False,,100.0
wakadotz,1,1,1.0,False,False,,100.0
walidhossain010,1,1,54.0,False,False,Remote File Inclusion,100.0
whoareme,1,1,39.0,True,True,Server-Side Request Forgery (SSRF),100.0
0xacb,1,1,193.0,True,True,Improper Null Termination,100.0
whysoleet,1,0,1.0,False,False,,0.0
xi-tauw,1,1,41.0,False,False,Path Traversal,100.0
xcheater,1,1,13.0,False,False,Improper Restriction of Authentication Attempts,100.0
xctzn,1,0,9.0,False,False,Business Logic Errors,0.0
xehle,1,1,2.0,True,True,Improper Restriction of Authentication Attempts,100.0
xerhakhd,1,0,4.0,False,False,Improper Access Control - Generic,0.0
xfang,1,1,28.0,False,False,Uncontrolled Resource Consumption,100.0
xfiltrer,1,1,60.0,False,False,Insecure Direct Object Reference (IDOR),100.0
xhzeem,1,1,8.0,True,True,Cross-site Scripting (XSS) - Generic,100.0
xiaoc,1,1,60.0,False,False,Improper Restriction of Authentication Attempts,100.0
wiardvanrij,1,0,1.0,False,False,Uncontrolled Resource Consumption,0.0
0x53_0x52_0x59,1,1,13.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
xinfohuggerx,1,0,10.0,False,False,,0.0
xion,1,1,15.0,False,False,Path Traversal,100.0
0x48piraj,1,1,13.0,False,False,OS Command Injection,100.0
xklepxn,1,1,271.0,False,False,Insecure Direct Object Reference (IDOR),100.0
xlord91,1,1,25.0,False,False,Open Redirect,100.0
xorb,1,1,2.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
xavinux,1,1,2.0,False,False,Information Disclosure,100.0
xatom,1,1,30.0,False,False,Cleartext Storage of Sensitive Information,100.0
0x7v,1,1,7.0,False,False,Open Redirect,100.0
0x90security,1,1,53.0,False,False,Code Injection,100.0
wild0ni0n,1,1,37.0,False,False,Cross-site Scripting (XSS) - DOM,100.0
winst0n13,1,1,7.0,False,False,Open Redirect,100.0
wonda_tea_coffee,1,1,38.0,False,False,Open Redirect,100.0
wonderwomen007,1,0,3.0,False,False,Cross-site Scripting (XSS) - Generic,0.0
wooeong22,1,1,0.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
world_languages,1,1,22.0,False,False,Information Disclosure,100.0
wplus,1,1,24.0,False,False,CRLF Injection,100.0
wsfengfan474,1,0,1.0,False,False,,0.0
wtm,1,1,9.0,False,False,,100.0
x1622,1,1,2.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
x1m,1,1,58.0,True,False,,100.0
x3n0nn3p,1,1,31.0,True,False,CRLF Injection,100.0
0x9747,1,1,15.0,False,False,Cleartext Storage of Sensitive Information,100.0
x54xc3,1,0,1.0,False,False,Violation of Secure Design Principles,0.0
x_sh4dow,1,1,14.0,False,False,Improper Access Control - Generic,100.0
test-123,1,1,4.0,False,False,Violation of Secure Design Principles,100.0
tendermint,1,1,2.0,False,False,Violation of Secure Design Principles,100.0
run_win,1,1,56.0,False,False,,100.0
sensoyard,1,1,4.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
security_warrior,1,0,7.0,False,False,Privilege Escalation,0.0
securitygab,1,1,21.0,False,False,SQL Injection,100.0
seeu,1,1,124.0,True,False,Violation of Secure Design Principles,100.0
segumarc,1,1,34.0,False,False,Information Disclosure,100.0
sehgalsec,1,0,4.0,False,False,Cross-site Scripting (XSS) - Generic,0.0
666reda,1,0,16.0,False,False,Information Disclosure,0.0
6661620a,1,1,6.0,False,False,Code Injection,100.0
sergeybelove,1,1,16.0,False,False,CRLF Injection,100.0
securinti,1,1,84.0,False,False,Improper Authentication - Generic,100.0
5kyw41k3r,1,1,7.0,False,False,Improper Access Control - Generic,100.0
serverinspector,1,1,91.0,True,False,CRLF Injection,100.0
setiawan_,1,0,6.0,False,False,,0.0
setuid,1,1,5.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
seven6,1,1,35.0,False,False,Insecure Direct Object Reference (IDOR),100.0
5hu8h4m_n4g4,1,1,13.0,False,False,Violation of Secure Design Principles,100.0
seytan6161,1,0,5.0,True,True,Information Exposure Through an Error Message,0.0
securitary,1,1,1.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
secureighty,1,1,39.0,True,False,Cross-site Scripting (XSS) - Reflected,100.0
shacharm,1,1,6.0,False,False,HTTP Request Smuggling,100.0
secbro,1,1,5.0,False,False,Cryptographic Issues - Generic,100.0
sazouki,1,1,13.0,True,True,Cross-site Scripting (XSS) - Reflected,100.0
scianto05,1,0,2.0,False,False,UI Redressing (Clickjacking),0.0
scyoon,1,1,16.0,False,False,Uncontrolled Resource Consumption,100.0
seanland,1,1,5.0,False,False,Improper Authentication - Generic,100.0
7azimo,1,1,12.0,False,False,Authentication Bypass Using an Alternate Path or Channel,100.0
sec_zone64,1,1,13.0,False,False,Cross-Site Request Forgery (CSRF),100.0
secachhunew,1,1,2.0,False,False,Violation of Secure Design Principles,100.0
secbughunter,1,1,3.0,False,False,Information Disclosure,100.0
sector7-nl,1,1,12.0,False,False,Cross-site Scripting (XSS) - Generic,100.0
secconsult,1,1,2.0,False,False,Memory Corruption - Generic,100.0
secnugget,1,1,43.0,False,False,Business Logic Errors,100.0
second_grade_pentester,1,1,17.0,True,False,Improper Access Control - Generic,100.0
secopsmaestro,1,1,11.0,True,False,Phishing,100.0
secret_letters,1,1,17.0,False,False,Path Traversal,100.0
720922,1,1,46.0,True,True,Server-Side Request Forgery (SSRF),100.0
sector035,1,1,12.0,False,False,Improper Access Control - Generic,100.0
sh4dow,1,0,1.0,False,False,Violation of Secure Design Principles,0.0
shad0123,1,0,0.0,False,False,,0.0
savxiety,1,1,8.0,False,False,Information Disclosure,100.0
shivakumar143,1,0,2.0,False,False,Cross-site Scripting (XSS) - Generic,0.0
shekhar93,1,1,1.0,False,False,Information Disclosure,100.0
shelldoit,1,0,14.0,False,False,Information Disclosure,0.0
sherlock_,1,0,3.0,False,False,Violation of Secure Design Principles,0.0
shi0n,1,1,47.0,False,False,,100.0
shiar,1,1,16.0,True,False,Path Traversal,100.0
shin24,1,1,4.0,False,False,Uncontrolled Resource Consumption,100.0
shirshak,1,1,2.0,False,False,Violation of Secure Design Principles,100.0
shivakumarplayz,1,1,6.0,False,False,Improper Authentication - Generic,100.0
shazadsadiq,1,1,55.0,False,False,Cross-site Scripting (XSS) - Stored,100.0
shivanshmalik2,1,1,3.0,False,False,UI Redressing (Clickjacking),100.0
shobhit2401200,1,0,1.0,False,False,Classic Buffer Overflow,0.0
