year_month,vulnerability_type,report_count,bounty_count,organization_count,bounty_percentage
2018-07,Cross-site Scripting (XSS) - DOM,4,3,3,75.0
2018-07,Cross-site Scripting (XSS) - Generic,4,1,3,25.0
2018-07,Improper Authentication - Generic,4,1,4,25.0
2018-07,Privilege Escalation,4,3,3,75.0
2018-07,SQL Injection,4,1,2,25.0
2018-07,Open Redirect,3,2,3,66.67
2018-07,Path Traversal,3,1,2,33.33
2018-07,Violation of Secure Design Principles,3,2,3,66.67
2018-07,Command Injection - Generic,2,0,2,0.0
2018-07,Cross-Site Request Forgery (CSRF),2,2,2,100.0
2018-07,Improper Access Control - Generic,2,2,2,100.0
2018-07,Privacy Violation,2,2,2,100.0
2018-07,Server-Side Request Forgery (SSRF),2,1,2,50.0
2018-07,UI Redressing (Clickjacking),2,1,2,50.0
2018-07,Cleartext Storage of Sensitive Information,1,0,1,0.0
2018-07,Cleartext Transmission of Sensitive Information,1,1,1,100.0
2018-07,Cryptographic Issues - Generic,1,1,1,100.0
2018-07,Externally Controlled Reference to a Resource in Another Sphere,1,1,1,100.0
2018-07,Improper Certificate Validation,1,1,1,100.0
2018-07,Improper Export of Android Application Components,1,1,1,100.0
2018-07,Improper Input Validation,1,1,1,100.0
2018-07,Improper Restriction of Authentication Attempts,1,1,1,100.0
2018-07,Information Exposure Through Debug Information,1,1,1,100.0
2018-07,Insecure Direct Object Reference (IDOR),1,0,1,0.0
2018-07,Integer Overflow,1,1,1,100.0
2018-07,Memory Corruption - Generic,1,1,1,100.0
2018-07,OS Command Injection,1,1,1,100.0
2018-07,Phishing,1,1,1,100.0
2018-07,Session Fixation,1,0,1,0.0
2018-08,,14,10,11,71.43
2018-08,Information Disclosure,9,6,7,66.67
2018-08,Command Injection - Generic,6,1,3,16.67
2018-08,Cross-site Scripting (XSS) - Stored,6,5,5,83.33
2018-08,Cross-site Scripting (XSS) - Reflected,5,3,5,60.0
2018-08,Cross-Site Request Forgery (CSRF),4,3,2,75.0
2018-08,SQL Injection,4,2,4,50.0
2018-08,Code Injection,3,2,3,66.67
2018-08,Insecure Direct Object Reference (IDOR),3,1,2,33.33
2018-08,Open Redirect,3,2,3,66.67
2018-08,Cross-site Scripting (XSS) - DOM,2,2,2,100.0
2018-08,Deserialization of Untrusted Data,2,2,2,100.0
2018-08,Improper Access Control - Generic,2,2,2,100.0
2018-08,Privacy Violation,2,1,2,50.0
2018-08,Privilege Escalation,2,1,2,50.0
2018-08,Business Logic Errors,1,0,1,0.0
2018-08,Classic Buffer Overflow,1,1,1,100.0
2018-08,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2018-08,Cryptographic Issues - Generic,1,0,1,0.0
2018-08,Improper Authentication - Generic,1,1,1,100.0
2018-08,Improper Authorization,1,1,1,100.0
2018-08,Insufficient Session Expiration,1,1,1,100.0
2018-08,Path Traversal,1,1,1,100.0
2018-08,Uncontrolled Resource Consumption,1,0,1,0.0
2018-08,Use of a Broken or Risky Cryptographic Algorithm,1,0,1,0.0
2018-08,Violation of Secure Design Principles,1,1,1,100.0
2018-09,,10,3,8,30.0
2018-09,Information Disclosure,10,4,8,40.0
2018-09,Cross-site Scripting (XSS) - Stored,9,5,9,55.56
2018-09,Business Logic Errors,7,6,7,85.71
2018-09,Code Injection,6,4,4,66.67
2018-09,Deserialization of Untrusted Data,6,4,3,66.67
2018-09,Path Traversal,6,2,3,33.33
2018-09,Violation of Secure Design Principles,6,2,4,33.33
2018-09,Cross-site Scripting (XSS) - Reflected,5,3,4,60.0
2018-09,Improper Restriction of Authentication Attempts,5,5,4,100.0
2018-09,Cross-Site Request Forgery (CSRF),4,1,4,25.0
2018-09,Server-Side Request Forgery (SSRF),4,3,4,75.0
2018-09,Improper Access Control - Generic,3,1,3,33.33
2018-09,Improper Authentication - Generic,3,2,2,66.67
2018-09,Improper Authorization,3,3,2,100.0
2018-09,Open Redirect,3,2,2,66.67
2018-09,Uncontrolled Resource Consumption,3,1,3,33.33
2018-09,CRLF Injection,2,1,2,50.0
2018-09,Command Injection - Generic,2,0,2,0.0
2018-09,Insecure Direct Object Reference (IDOR),2,2,2,100.0
2018-09,OS Command Injection,2,0,2,0.0
2018-09,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2018-09,Cryptographic Issues - Generic,1,0,1,0.0
2018-09,HTTP Response Splitting,1,0,1,0.0
2018-09,Improper Input Validation,1,1,1,100.0
2018-09,Information Exposure Through Directory Listing,1,0,1,0.0
2018-09,Information Exposure Through Sent Data,1,0,1,0.0
2018-09,Insufficiently Protected Credentials,1,1,1,100.0
2018-09,Privilege Escalation,1,0,1,0.0
2018-09,Resource Injection,1,0,1,0.0
2018-09,UI Redressing (Clickjacking),1,1,1,100.0
2018-09,Use of a Broken or Risky Cryptographic Algorithm,1,0,1,0.0
2018-10,Improper Access Control - Generic,11,7,7,63.64
2018-10,Business Logic Errors,10,8,7,80.0
2018-10,,7,5,7,71.43
2018-10,Cross-site Scripting (XSS) - Stored,7,4,6,57.14
2018-10,Cross-Site Request Forgery (CSRF),6,5,6,83.33
2018-10,Information Disclosure,6,5,3,83.33
2018-10,Server-Side Request Forgery (SSRF),4,4,3,100.0
2018-10,Cross-site Scripting (XSS) - DOM,3,2,2,66.67
2018-10,Cross-site Scripting (XSS) - Generic,3,2,3,66.67
2018-10,Cross-site Scripting (XSS) - Reflected,3,2,3,66.67
2018-10,Code Injection,2,1,2,50.0
2018-10,Cryptographic Issues - Generic,2,0,1,0.0
2018-10,Improper Authorization,2,2,2,100.0
2018-10,Authentication Bypass Using an Alternate Path or Channel,1,0,1,0.0
2018-10,CRLF Injection,1,0,1,0.0
2018-10,Command Injection - Generic,1,1,1,100.0
2018-10,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),1,1,1,100.0
2018-10,Externally Controlled Reference to a Resource in Another Sphere,1,0,1,0.0
2018-10,Improper Authentication - Generic,1,1,1,100.0
2018-10,Improper Input Validation,1,1,1,100.0
2018-10,Insecure Direct Object Reference (IDOR),1,0,1,0.0
2018-10,NULL Pointer Dereference,1,1,1,100.0
2018-10,Open Redirect,1,1,1,100.0
2018-10,Privilege Escalation,1,1,1,100.0
2018-10,Reliance on Untrusted Inputs in a Security Decision,1,1,1,100.0
2018-10,Session Fixation,1,1,1,100.0
2018-10,Uncontrolled Resource Consumption,1,0,1,0.0
2018-10,Violation of Secure Design Principles,1,0,1,0.0
2018-11,,15,7,12,46.67
2018-11,Information Disclosure,8,4,4,50.0
2018-11,Improper Access Control - Generic,6,4,5,66.67
2018-11,Cross-site Scripting (XSS) - Reflected,5,2,5,40.0
2018-11,SQL Injection,4,1,4,25.0
2018-11,Cross-site Scripting (XSS) - Stored,3,2,3,66.67
2018-11,Insecure Direct Object Reference (IDOR),3,1,3,33.33
2018-11,Open Redirect,3,0,3,0.0
2018-11,Path Traversal,3,3,3,100.0
2018-11,Uncontrolled Resource Consumption,3,0,3,0.0
2018-11,Business Logic Errors,2,0,1,0.0
2018-11,Cleartext Storage of Sensitive Information,2,1,2,50.0
2018-11,Cross-Site Request Forgery (CSRF),2,2,2,100.0
2018-11,Improper Restriction of Authentication Attempts,2,0,1,0.0
2018-11,Incorrect Authorization,2,2,1,100.0
2018-11,Information Exposure Through Directory Listing,2,0,2,0.0
2018-11,Privacy Violation,2,2,2,100.0
2018-11,Server-Side Request Forgery (SSRF),2,2,2,100.0
2018-11,XML External Entities (XXE),2,2,2,100.0
2018-11,Classic Buffer Overflow,1,1,1,100.0
2018-11,Command Injection - Generic,1,1,1,100.0
2018-11,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2018-11,Cryptographic Issues - Generic,1,1,1,100.0
2018-11,Embedded Malicious Code,1,0,1,0.0
2018-11,Inadequate Encryption Strength,1,0,1,0.0
2018-11,Information Exposure Through an Error Message,1,0,1,0.0
2018-11,Man-in-the-Middle,1,1,1,100.0
2018-11,Password in Configuration File,1,1,1,100.0
2018-11,Privilege Escalation,1,0,1,0.0
2018-12,Improper Access Control - Generic,12,3,9,25.0
2018-12,Information Disclosure,8,2,4,25.0
2018-12,,6,1,6,16.67
2018-12,Cross-site Scripting (XSS) - Reflected,5,3,5,60.0
2018-12,Command Injection - Generic,4,4,1,100.0
2018-12,Cross-site Scripting (XSS) - Generic,4,2,3,50.0
2018-12,Cross-site Scripting (XSS) - Stored,4,3,3,75.0
2018-12,Open Redirect,4,3,4,75.0
2018-12,Business Logic Errors,3,2,2,66.67
2018-12,Classic Buffer Overflow,3,3,1,100.0
2018-12,Privilege Escalation,3,3,1,100.0
2018-12,Cleartext Storage of Sensitive Information,2,0,2,0.0
2018-12,Deserialization of Untrusted Data,2,2,2,100.0
2018-12,Information Exposure Through Directory Listing,2,0,2,0.0
2018-12,Uncontrolled Resource Consumption,2,1,2,50.0
2018-12,Violation of Secure Design Principles,2,0,2,0.0
2018-12,Code Injection,1,0,1,0.0
2018-12,Cross-Site Request Forgery (CSRF),1,1,1,100.0
2018-12,HTTP Request Smuggling,1,0,1,0.0
2018-12,Information Exposure Through Debug Information,1,1,1,100.0
2018-12,Information Exposure Through an Error Message,1,1,1,100.0
2018-12,Insecure Direct Object Reference (IDOR),1,1,1,100.0
2018-12,Modification of Assumed-Immutable Data (MAID),1,0,1,0.0
2018-12,OS Command Injection,1,1,1,100.0
2018-12,Out-of-bounds Read,1,1,1,100.0
2018-12,Phishing,1,0,1,0.0
2018-12,Privacy Violation,1,1,1,100.0
2018-12,Resource Injection,1,0,1,0.0
2018-12,Server-Side Request Forgery (SSRF),1,0,1,0.0
2018-12,Session Fixation,1,1,1,100.0
2018-12,UI Redressing (Clickjacking),1,0,1,0.0
2019-01,,7,2,7,28.57
2019-01,Cross-Site Request Forgery (CSRF),7,2,3,28.57
2019-01,Cross-site Scripting (XSS) - Stored,6,6,6,100.0
2019-01,Information Disclosure,6,3,5,50.0
2019-01,Cross-site Scripting (XSS) - DOM,5,5,3,100.0
2019-01,Violation of Secure Design Principles,5,1,5,20.0
2019-01,Improper Access Control - Generic,4,2,4,50.0
2019-01,Buffer Over-read,3,3,1,100.0
2019-01,Business Logic Errors,3,2,3,66.67
2019-01,Cross-site Scripting (XSS) - Reflected,3,0,2,0.0
2019-01,Heap Overflow,3,3,2,100.0
2019-01,Privilege Escalation,3,2,3,66.67
2019-01,SQL Injection,3,1,2,33.33
2019-01,Stack Overflow,3,3,3,100.0
2019-01,CRLF Injection,2,0,1,0.0
2019-01,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2,1,2,50.0
2019-01,Insecure Storage of Sensitive Information,2,2,2,100.0
2019-01,Memory Corruption - Generic,2,2,2,100.0
2019-01,Phishing,2,2,2,100.0
2019-01,Time-of-check Time-of-use (TOCTOU) Race Condition,2,2,2,100.0
2019-01,Use After Free,2,2,2,100.0
2019-01,XML External Entities (XXE),2,0,1,0.0
2019-01,Buffer Underflow,1,1,1,100.0
2019-01,Command Injection - Generic,1,1,1,100.0
2019-01,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2019-01,HTTP Request Smuggling,1,1,1,100.0
2019-01,Inadequate Encryption Strength,1,0,1,0.0
2019-01,Information Exposure Through Directory Listing,1,0,1,0.0
2019-01,Information Exposure Through an Error Message,1,0,1,0.0
2019-01,Insecure Direct Object Reference (IDOR),1,1,1,100.0
2019-01,Man-in-the-Middle,1,1,1,100.0
2019-01,Path Traversal,1,0,1,0.0
2019-01,Server-Side Request Forgery (SSRF),1,0,1,0.0
2019-01,Session Fixation,1,1,1,100.0
2019-02,Information Disclosure,10,8,7,80.0
2019-02,,8,4,5,50.0
2019-02,Cross-site Scripting (XSS) - Reflected,6,5,5,83.33
2019-02,Cross-site Scripting (XSS) - Stored,6,4,6,66.67
2019-02,Privilege Escalation,5,4,4,80.0
2019-02,Improper Access Control - Generic,4,3,3,75.0
2019-02,Command Injection - Generic,3,3,1,100.0
2019-02,Cross-Site Request Forgery (CSRF),3,0,2,0.0
2019-02,Violation of Secure Design Principles,3,0,3,0.0
2019-02,Cryptographic Issues - Generic,2,0,1,0.0
2019-02,Improper Authentication - Generic,2,1,2,50.0
2019-02,Memory Corruption - Generic,2,2,1,100.0
2019-02,Path Traversal,2,1,2,50.0
2019-02,SQL Injection,2,0,1,0.0
2019-02,Uncontrolled Resource Consumption,2,2,2,100.0
2019-02,Business Logic Errors,1,0,1,0.0
2019-02,CRLF Injection,1,0,1,0.0
2019-02,Code Injection,1,1,1,100.0
2019-02,Cross-site Scripting (XSS) - DOM,1,1,1,100.0
2019-02,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2019-02,Improper Input Validation,1,0,1,0.0
2019-02,Incorrect Authorization,1,1,1,100.0
2019-02,Information Exposure Through Directory Listing,1,0,1,0.0
2019-02,Insecure Direct Object Reference (IDOR),1,0,1,0.0
2019-02,Insufficient Session Expiration,1,1,1,100.0
2019-02,Open Redirect,1,1,1,100.0
2019-02,Phishing,1,1,1,100.0
2019-02,Privacy Violation,1,0,1,0.0
2019-02,Resource Injection,1,0,1,0.0
2019-02,Server-Side Request Forgery (SSRF),1,1,1,100.0
2019-02,Stack Overflow,1,1,1,100.0
2019-02,XML External Entities (XXE),1,1,1,100.0
2019-03,Information Disclosure,8,6,6,75.0
2019-03,Uncontrolled Resource Consumption,8,5,6,62.5
2019-03,,6,5,4,83.33
2019-03,Cross-site Scripting (XSS) - DOM,5,4,4,80.0
2019-03,SQL Injection,5,2,2,40.0
2019-03,Cross-site Scripting (XSS) - Reflected,4,2,4,50.0
2019-03,Cross-site Scripting (XSS) - Stored,4,2,3,50.0
2019-03,Business Logic Errors,3,2,2,66.67
2019-03,Insecure Direct Object Reference (IDOR),3,1,2,33.33
2019-03,Man-in-the-Middle,3,1,3,33.33
2019-03,Open Redirect,3,1,2,33.33
2019-03,Privilege Escalation,3,2,3,66.67
2019-03,Cross-Site Request Forgery (CSRF),2,0,2,0.0
2019-03,Cross-site Scripting (XSS) - Generic,2,1,2,50.0
2019-03,Cryptographic Issues - Generic,2,1,2,50.0
2019-03,Heap Overflow,2,1,2,50.0
2019-03,Improper Access Control - Generic,2,2,2,100.0
2019-03,Improper Authentication - Generic,2,2,2,100.0
2019-03,Improper Restriction of Authentication Attempts,2,0,2,0.0
2019-03,OS Command Injection,2,1,2,50.0
2019-03,Path Traversal,2,2,2,100.0
2019-03,Stack Overflow,2,2,1,100.0
2019-03,Violation of Secure Design Principles,2,1,2,50.0
2019-03,XML Entity Expansion,2,0,1,0.0
2019-03,Array Index Underflow,1,1,1,100.0
2019-03,Classic Buffer Overflow,1,1,1,100.0
2019-03,Code Injection,1,1,1,100.0
2019-03,Command Injection - Generic,1,1,1,100.0
2019-03,Deserialization of Untrusted Data,1,0,1,0.0
2019-03,HTTP Request Smuggling,1,1,1,100.0
2019-03,Insufficient Session Expiration,1,0,1,0.0
2019-03,Malware,1,1,1,100.0
2019-03,Memory Corruption - Generic,1,1,1,100.0
2019-03,Missing Encryption of Sensitive Data,1,1,1,100.0
2019-03,Out-of-bounds Read,1,1,1,100.0
2019-03,Phishing,1,1,1,100.0
2019-03,Privacy Violation,1,1,1,100.0
2019-03,Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),1,0,1,0.0
2019-04,Improper Access Control - Generic,11,9,9,81.82
2019-04,Information Disclosure,8,5,4,62.5
2019-04,,7,4,6,57.14
2019-04,Cross-site Scripting (XSS) - Stored,5,4,5,80.0
2019-04,Privilege Escalation,5,4,4,80.0
2019-04,Cross-site Scripting (XSS) - Reflected,4,3,2,75.0
2019-04,Insecure Direct Object Reference (IDOR),4,3,4,75.0
2019-04,Command Injection - Generic,3,2,3,66.67
2019-04,Cross-Site Request Forgery (CSRF),2,1,2,50.0
2019-04,OS Command Injection,2,1,2,50.0
2019-04,Open Redirect,2,1,2,50.0
2019-04,Privacy Violation,2,1,2,50.0
2019-04,SQL Injection,2,2,1,100.0
2019-04,Server-Side Request Forgery (SSRF),2,2,2,100.0
2019-04,Uncontrolled Resource Consumption,2,1,2,50.0
2019-04,Business Logic Errors,1,1,1,100.0
2019-04,Classic Buffer Overflow,1,1,1,100.0
2019-04,Cleartext Transmission of Sensitive Information,1,1,1,100.0
2019-04,Code Injection,1,1,1,100.0
2019-04,Cross-site Scripting (XSS) - DOM,1,1,1,100.0
2019-04,Cross-site Scripting (XSS) - Generic,1,0,1,0.0
2019-04,Deserialization of Untrusted Data,1,0,1,0.0
2019-04,HTTP Request Smuggling,1,0,1,0.0
2019-04,Improper Null Termination,1,0,1,0.0
2019-04,Inadequate Encryption Strength,1,1,1,100.0
2019-04,Incorrect Calculation of Buffer Size,1,1,1,100.0
2019-04,Information Exposure Through Debug Information,1,0,1,0.0
2019-04,Insecure Storage of Sensitive Information,1,1,1,100.0
2019-04,Path Traversal,1,1,1,100.0
2019-04,Reliance on Untrusted Inputs in a Security Decision,1,1,1,100.0
2019-04,Stack Overflow,1,1,1,100.0
2019-04,Use After Free,1,1,1,100.0
2019-04,Use of Hard-coded Cryptographic Key,1,1,1,100.0
2019-04,Violation of Secure Design Principles,1,0,1,0.0
2019-05,Information Disclosure,6,6,5,100.0
2019-05,,5,0,4,0.0
2019-05,Cross-site Scripting (XSS) - Stored,5,3,5,60.0
2019-05,Path Traversal,5,1,2,20.0
2019-05,Business Logic Errors,4,4,3,100.0
2019-05,Improper Access Control - Generic,4,4,3,100.0
2019-05,Improper Authentication - Generic,3,1,3,33.33
2019-05,Violation of Secure Design Principles,3,3,3,100.0
2019-05,Cross-Site Request Forgery (CSRF),2,2,1,100.0
2019-05,Cross-site Scripting (XSS) - DOM,2,1,2,50.0
2019-05,Privilege Escalation,2,1,2,50.0
2019-05,SQL Injection,2,1,2,50.0
2019-05,Uncontrolled Resource Consumption,2,1,2,50.0
2019-05,Buffer Over-read,1,1,1,100.0
2019-05,CRLF Injection,1,1,1,100.0
2019-05,Cleartext Transmission of Sensitive Information,1,1,1,100.0
2019-05,Code Injection,1,0,1,0.0
2019-05,Command Injection - Generic,1,1,1,100.0
2019-05,Cross-site Scripting (XSS) - Reflected,1,1,1,100.0
2019-05,Deserialization of Untrusted Data,1,0,1,0.0
2019-05,Externally Controlled Reference to a Resource in Another Sphere,1,1,1,100.0
2019-05,Forced Browsing,1,1,1,100.0
2019-05,Information Exposure Through an Error Message,1,0,1,0.0
2019-05,Insecure Direct Object Reference (IDOR),1,0,1,0.0
2019-05,Insecure Storage of Sensitive Information,1,1,1,100.0
2019-05,Integer Overflow,1,0,1,0.0
2019-05,NULL Pointer Dereference,1,0,1,0.0
2019-05,OS Command Injection,1,1,1,100.0
2019-05,Open Redirect,1,0,1,0.0
2019-05,Out-of-bounds Read,1,1,1,100.0
2019-05,Privacy Violation,1,0,1,0.0
2019-05,Reliance on Untrusted Inputs in a Security Decision,1,1,1,100.0
2019-05,Remote File Inclusion,1,0,1,0.0
2019-05,Resource Injection,1,0,1,0.0
2019-05,Server-Side Request Forgery (SSRF),1,1,1,100.0
2019-06,Information Disclosure,11,6,10,54.55
2019-06,Cross-site Scripting (XSS) - Stored,7,2,6,28.57
2019-06,Code Injection,6,3,5,50.0
2019-06,Cross-Site Request Forgery (CSRF),5,3,5,60.0
2019-06,Privilege Escalation,5,3,5,60.0
2019-06,Improper Access Control - Generic,3,2,3,66.67
2019-06,Open Redirect,3,1,3,33.33
2019-06,Violation of Secure Design Principles,3,2,3,66.67
2019-06,Business Logic Errors,2,2,2,100.0
2019-06,Cross-site Scripting (XSS) - Reflected,2,0,2,0.0
2019-06,Improper Authentication - Generic,2,1,2,50.0
2019-06,Path Traversal,2,0,2,0.0
2019-06,Plaintext Storage of a Password,2,1,2,50.0
2019-06,Uncontrolled Resource Consumption,2,1,2,50.0
2019-06,Cleartext Storage of Sensitive Information,1,1,1,100.0
2019-06,Command Injection - Generic,1,0,1,0.0
2019-06,Cross-site Scripting (XSS) - DOM,1,1,1,100.0
2019-06,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2019-06,File and Directory Information Exposure,1,0,1,0.0
2019-06,Heap Overflow,1,1,1,100.0
2019-06,Improper Restriction of Authentication Attempts,1,1,1,100.0
2019-06,Integer Overflow,1,0,1,0.0
2019-06,Man-in-the-Middle,1,0,1,0.0
2019-06,NULL Pointer Dereference,1,1,1,100.0
2019-06,Resource Injection,1,0,1,0.0
2019-06,Server-Side Request Forgery (SSRF),1,1,1,100.0
2019-06,Time-of-check Time-of-use (TOCTOU) Race Condition,1,1,1,100.0
2019-07,Information Disclosure,13,8,9,61.54
2019-07,Cross-site Scripting (XSS) - Reflected,8,1,5,12.5
2019-07,,7,2,5,28.57
2019-07,Cross-site Scripting (XSS) - Stored,6,6,5,100.0
2019-07,Violation of Secure Design Principles,6,3,6,50.0
2019-07,Command Injection - Generic,5,3,3,60.0
2019-07,Server-Side Request Forgery (SSRF),4,4,3,100.0
2019-07,Business Logic Errors,3,2,3,66.67
2019-07,OS Command Injection,3,1,3,33.33
2019-07,UI Redressing (Clickjacking),3,1,2,33.33
2019-07,Code Injection,2,2,2,100.0
2019-07,Cross-Site Request Forgery (CSRF),2,1,2,50.0
2019-07,Cross-site Scripting (XSS) - DOM,2,2,2,100.0
2019-07,Improper Access Control - Generic,2,1,2,50.0
2019-07,Improper Authentication - Generic,2,2,2,100.0
2019-07,Insecure Storage of Sensitive Information,2,0,1,0.0
2019-07,Insufficient Session Expiration,2,1,2,50.0
2019-07,Integer Overflow,2,0,1,0.0
2019-07,Open Redirect,2,1,2,50.0
2019-07,Privilege Escalation,2,1,2,50.0
2019-07,SQL Injection,2,0,2,0.0
2019-07,Cleartext Storage of Sensitive Information,1,1,1,100.0
2019-07,Cryptographic Issues - Generic,1,0,1,0.0
2019-07,Forced Browsing,1,0,1,0.0
2019-07,HTTP Request Smuggling,1,0,1,0.0
2019-07,Heap Overflow,1,1,1,100.0
2019-07,Information Exposure Through Directory Listing,1,1,1,100.0
2019-07,Insecure Direct Object Reference (IDOR),1,0,1,0.0
2019-07,Missing Encryption of Sensitive Data,1,0,1,0.0
2019-07,Out-of-bounds Read,1,1,1,100.0
2019-07,Path Traversal,1,0,1,0.0
2019-07,Phishing,1,0,1,0.0
2019-07,Remote File Inclusion,1,0,1,0.0
2019-07,Uncontrolled Resource Consumption,1,1,1,100.0
2019-07,Use of Hard-coded Credentials,1,0,1,0.0
2019-07,User Interface (UI) Misrepresentation of Critical Information,1,1,1,100.0
2019-07,Weak Password Recovery Mechanism for Forgotten Password,1,0,1,0.0
2019-08,Improper Access Control - Generic,11,8,9,72.73
2019-08,Information Disclosure,11,6,10,54.55
2019-08,,9,5,9,55.56
2019-08,Business Logic Errors,6,4,5,66.67
2019-08,Violation of Secure Design Principles,5,2,5,40.0
2019-08,Cross-site Scripting (XSS) - Stored,4,2,4,50.0
2019-08,Path Traversal,4,2,4,50.0
2019-08,Uncontrolled Resource Consumption,4,2,4,50.0
2019-08,Code Injection,3,1,3,33.33
2019-08,Improper Authentication - Generic,3,2,3,66.67
2019-08,Improper Input Validation,3,3,2,100.0
2019-08,OS Command Injection,3,0,2,0.0
2019-08,Command Injection - Generic,2,2,2,100.0
2019-08,Improper Restriction of Authentication Attempts,2,1,2,50.0
2019-08,Insecure Storage of Sensitive Information,2,0,1,0.0
2019-08,Open Redirect,2,2,2,100.0
2019-08,UI Redressing (Clickjacking),2,0,1,0.0
2019-08,Use After Free,2,2,1,100.0
2019-08,Buffer Over-read,1,1,1,100.0
2019-08,Classic Buffer Overflow,1,1,1,100.0
2019-08,Cross-Site Request Forgery (CSRF),1,0,1,0.0
2019-08,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2019-08,Cryptographic Issues - Generic,1,0,1,0.0
2019-08,Heap Overflow,1,1,1,100.0
2019-08,Memory Corruption - Generic,1,0,1,0.0
2019-08,Out-of-bounds Read,1,1,1,100.0
2019-08,Privilege Escalation,1,1,1,100.0
2019-08,SQL Injection,1,0,1,0.0
2019-08,Stack Overflow,1,1,1,100.0
2019-08,Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),1,0,1,0.0
2019-08,Write-what-where Condition,1,1,1,100.0
2019-09,Information Disclosure,9,3,6,33.33
2019-09,,8,5,7,62.5
2019-09,Improper Access Control - Generic,4,3,3,75.0
2019-09,Privilege Escalation,4,3,3,75.0
2019-09,Code Injection,3,0,1,0.0
2019-09,Cross-site Scripting (XSS) - Reflected,3,1,2,33.33
2019-09,Cross-site Scripting (XSS) - Stored,3,1,2,33.33
2019-09,Insecure Direct Object Reference (IDOR),3,3,3,100.0
2019-09,Path Traversal,3,0,2,0.0
2019-09,Command Injection - Generic,2,1,2,50.0
2019-09,Cross-site Scripting (XSS) - DOM,2,1,2,50.0
2019-09,Double Free,2,1,1,50.0
2019-09,Open Redirect,2,0,2,0.0
2019-09,SQL Injection,2,0,2,0.0
2019-09,Uncontrolled Resource Consumption,2,1,2,50.0
2019-09,Business Logic Errors,1,1,1,100.0
2019-09,Classic Buffer Overflow,1,0,1,0.0
2019-09,Cleartext Transmission of Sensitive Information,1,1,1,100.0
2019-09,Client-Side Enforcement of Server-Side Security,1,1,1,100.0
2019-09,Cross-Site Request Forgery (CSRF),1,1,1,100.0
2019-09,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2019-09,File and Directory Information Exposure,1,1,1,100.0
2019-09,Heap Overflow,1,1,1,100.0
2019-09,Improper Authentication - Generic,1,0,1,0.0
2019-09,Improper Handling of URL Encoding (Hex Encoding),1,0,1,0.0
2019-09,Information Exposure Through Debug Information,1,1,1,100.0
2019-09,Information Exposure Through Directory Listing,1,0,1,0.0
2019-09,Insecure Storage of Sensitive Information,1,0,1,0.0
2019-09,Insecure Temporary File,1,0,1,0.0
2019-09,Malware,1,0,1,0.0
2019-09,Memory Corruption - Generic,1,0,1,0.0
2019-09,OS Command Injection,1,0,1,0.0
2019-09,Time-of-check Time-of-use (TOCTOU) Race Condition,1,1,1,100.0
2019-09,Violation of Secure Design Principles,1,0,1,0.0
2019-09,Weak Password Recovery Mechanism for Forgotten Password,1,1,1,100.0
2019-09,XML External Entities (XXE),1,1,1,100.0
2019-10,Information Disclosure,9,3,4,33.33
2019-10,Cross-site Scripting (XSS) - Reflected,8,4,7,50.0
2019-10,,6,3,6,50.0
2019-10,Improper Access Control - Generic,5,4,3,80.0
2019-10,Code Injection,4,3,4,75.0
2019-10,Cross-site Scripting (XSS) - Stored,4,3,4,75.0
2019-10,Insecure Direct Object Reference (IDOR),4,2,4,50.0
2019-10,Privilege Escalation,4,2,4,50.0
2019-10,Business Logic Errors,3,3,3,100.0
2019-10,HTTP Request Smuggling,3,2,2,66.67
2019-10,SQL Injection,3,1,3,33.33
2019-10,Server-Side Request Forgery (SSRF),3,1,3,33.33
2019-10,Uncontrolled Resource Consumption,3,2,3,66.67
2019-10,Buffer Underflow,2,2,1,100.0
2019-10,Cross-Site Request Forgery (CSRF),2,0,2,0.0
2019-10,Improper Authentication - Generic,2,0,2,0.0
2019-10,Improper Certificate Validation,2,0,1,0.0
2019-10,Improper Restriction of Authentication Attempts,2,2,2,100.0
2019-10,Open Redirect,2,1,2,50.0
2019-10,UI Redressing (Clickjacking),2,0,2,0.0
2019-10,Use After Free,2,0,1,0.0
2019-10,Allocation of Resources Without Limits or Throttling,1,1,1,100.0
2019-10,Authentication Bypass Using an Alternate Path or Channel,1,0,1,0.0
2019-10,CRLF Injection,1,1,1,100.0
2019-10,Classic Buffer Overflow,1,0,1,0.0
2019-10,Command Injection - Generic,1,0,1,0.0
2019-10,Cross-site Scripting (XSS) - DOM,1,0,1,0.0
2019-10,Cross-site Scripting (XSS) - Generic,1,1,1,100.0
2019-10,HTTP Response Splitting,1,0,1,0.0
2019-10,Improper Input Validation,1,1,1,100.0
